	12202								13101								13202								21702								22408-1								22702-1								25004								
	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	dry_gas	stab_cond	res_gas	gas_sep	nestab_cond	wbp	wbhp	wthp	
21.04.2027	1291699.864	54.508	1305451.831	1266794.613	94.952	5.173	3.903	1.924	1301201.276	62.451	1317744.602	1275548.932	106.047	11.631	8.410	5.614	1113321.684	52.961	1127664.396	1091870.373	89.931	11.861	9.756	5.683	3168116.002	156.296	3210901.515	3107830.550	260.339	12.699	11.127	4.664	3033937.976	234.417	3073942.450	2955037.983	372.327	12.270	11.501	5.482	3556028.731	238.993	3615700.994	3468745.188	387.309	17.476	15.567	7.711	1264008.108	88.027	1286805.158	1233890.736	140.839	19.714	14.233	9.581	
01.07.2027	4501140.506	190.287	4549184.108	4414329.047	331.341	5.124	3.866	1.924	4561026.698	218.377	4618858.210	4471294.090	370.829	11.584	8.395	5.614	3875439.916	183.713	3925130.834	3800962.824	311.943	11.778	9.704	5.683	11108596.734	545.268	11257743.435	10897188.080	909.737	12.593	11.031	4.640	10682270.153	821.327	10822502.433	10404641.317	1303.767	12.192	11.427	5.450	12481365.515	832.894	12689801.404	12175518.054	1352.970	17.342	15.446	7.681	4438011.982	307.691	4517833.704	4332294.591	493.162	19.620	14.188	9.543	
21.07.2027	1116096.337	47.114	1127973.471	1094564.604	82.066	5.181	3.896	1.893	1119289.967	53.673	1133529.759	1097263.381	91.143	11.642	8.399	5.600	936539.480	44.386	948544.235	918544.745	75.366	11.773	9.695	5.674	2686651.728	131.892	2722723.375	2635516.745	220.042	12.593	11.026	4.604	2581277.264	198.169	2615183.755	2514268.191	314.517	12.202	11.431	5.437	3014231.027	201.189	3064562.331	2940351.857	326.790	17.339	15.441	7.669	1078052.238	74.861	1097462.814	1052371.267	119.911	19.656	14.186	9.548	
01.10.2027	3985650.810	168.416	4028119.529	3908742.830	293.288	5.157	3.877	1.893	4016444.259	192.381	4067493.724	3937497.307	326.686	11.626	8.393	5.600	3318319.645	156.812	3360698.074	3254711.894	266.250	11.709	9.655	5.674	9581119.066	468.652	9709227.802	9398756.567	782.808	12.519	10.961	4.608	9237007.605	706.053	9357953.848	8997439.260	1120.034	12.146	11.378	5.425	10750958.365	713.580	10929831.783	10487878.785	1161.154	17.240	15.353	7.653	3853639.676	266.706	3922877.183	3761856.021	427.766	19.583	14.146	9.515	
21.10.2027	1353383.203	57.545	1367903.982	1327215.476	100.070	5.030	3.774	1.866	1389670.978	66.235	1407196.402	1362433.131	112.473	11.490	8.296	5.542	1173686.485	55.350	1188633.414	1151223.720	93.975	11.660	9.595	5.615	3375789.770	164.550	3420751.051	3311537.795	275.173	12.449	10.886	4.526	3259730.652	248.753	3302242.828	3175101.771	394.535	12.076	11.312	5.345	3779744.736	249.601	3842439.506	3687415.818	406.803	17.156	15.273	7.603	1341388.216	92.289	1365399.833	1309456.997	148.358	19.459	14.084	9.467	
01.01.2028	4720945.346	201.954	4771890.797	4629436.980	350.710	4.933	3.698	1.856	4839806.893	229.464	4900275.987	4745186.154	389.631	11.329	8.239	5.516	4163051.628	195.613	4215753.065	4083552.593	332.081	11.556	9.517	5.586	11970598.018	580.084	12128756.240	11742549.881	971.971	12.306	10.755	4.498	11632199.261	884.672	11782963.917	11329872.593	1402.633	11.967	11.209	5.290	13475305.518	883.132	13697362.424	13146652.126	1442.626	16.981	15.112	7.537	4765661.594	325.612	4850537.902	4652258.471	524.784	19.290	13.984	9.401	
21.01.2028	1304912.492	56.004	1319016.258	1279563.150	97.184	4.908	3.666	1.824	1329640.972	62.914	1346225.009	1303702.379	106.825	11.299	8.212	5.494	1149099.170	53.892	1163622.945	1127202.884	91.484	11.529	9.489	5.564	3313185.911	160.078	3356868.313	3250122.936	268.495	12.268	10.715	4.447	3228298.698	244.864	3270074.256	3144458.002	388.118	11.939	11.180	5.251	3729280.823	243.452	3790626.514	3638506.384	398.142	16.934	15.063	7.486	1318019.581	89.784	1341466.351	1286687.185	144.862	19.251	13.939	9.370	
01.04.2028	4552113.662	196.038	4601531.999	4463613.827	339.926	4.838	3.614	1.824	4709503.186	222.214	4767907.054	4617718.025	377.286	11.200	8.141	5.436	4046790.639	189.318	4097665.889	3969736.372	321.347	11.436	9.416	5.527	11649185.346	560.625	11801662.938	11427045.281	941.582	12.140	10.600	4.431	11402233.082	862.465	11549018.263	11105831.770	1366.661	11.848	11.094	5.211	13132512.821	853.428	13347291.943	12812828.811	1397.480	16.782	14.928	7.455	4648544.600	315.501	4730935.081	4537997.910	509.707	19.130	13.868	9.321	
21.04.2028	1184369.432	51.035	1197212.075	1161315.928	88.482	4.856	3.613	1.790	1203055.770	56.734	1217997.913	1179652.812	96.325	11.226	8.169	5.459	1035829.014	48.356	1048840.789	1016167.810	82.072	11.422	9.406	5.523	2992213.852	143.543	3031339.863	2935258.099	241.354	12.122	10.579	4.395	2941369.273	221.763	2979220.694	2865036.754	351.291	11.842	11.084	5.188	3371778.451	218.328	3426878.355	3289905.796	357.871	16.760	14.909	7.451	1197350.249	81.102	1218574.515	1168915.542	131.119	19.134	13.860	9.316	
01.07.2028	4133473.929	178.709	4178420.127	4052886.762	309.606	4.814	3.580	1.790	4324736.430	203.328	4378272.695	4240855.341	345.188	11.169	8.047	5.366	3641358.498	169.432	3686907.239	3572444.146	287.526	11.349	9.342	5.483	10479350.716	500.258	10615600.581	10279878.525	842.583	12.022	10.490	4.384	10358875.385	778.082	10491652.872	10090109.852	1232.112	11.772	11.019	5.165	11848831.244	762.358	12041563.049	11561835.616	1251.753	16.641	14.799	7.418	4209289.263	283.894	4283701.218	4109415.475	459.657	19.046	13.811	9.276	
21.07.2028	1025559.553	44.142	1036673.222	1005611.469	76.551	4.866	3.606	1.760	1055140.338	49.690	1068242.204	1034658.794	84.362	11.222	8.074	5.389	878546.807	40.868	889534.019	861925.075	69.353	11.345	9.338	5.481	2533805.450	120.963	2566749.305	2485573.287	203.734	12.022	10.487	4.361	2502272.643	187.666	2534368.156	2437428.194	297.131	11.784	11.026	5.168	2865771.289	184.394	2912381.398	2796350.966	302.762	16.638	14.792	7.388	1022096.367	69.039	1040182.532	997837.612	111.724	19.077	13.811	9.284	
01.10.2028	3683660.087	158.611	3723614.885	3612020.601	275.038	4.852	3.595	1.760	3801841.244	179.010	3849056.963	3728071.496	303.916	11.225	8.135	5.434	3126293.233	145.191	3165269.022	3067193.085	246.367	11.291	9.323	5.508	9075433.160	432.336	9192981.539	8902525.026	728.714	11.955	10.428	4.357	8988559.640	672.270	9103542.078	8755693.528	1064.140	11.738	10.981	5.149	10255568.040	658.297	10421867.799	10007177.077	1081.549	16.561	14.726	7.394	3668725.401	247.397	3733527.477	3581634.357	400.584	19.019	13.777	9.257	
21.10.2028	1250604.104	54.383	1264288.864	1226173.706	94.095	4.721	3.491	1.736	1307410.783	61.306	1323523.954	1282093.258	104.071	11.093	8.067	5.378	1099756.723	50.952	1113430.651	1079017.857	86.448	11.245	9.263	5.449	3181010.221	150.949	3222050.187	3120429.186	254.782	11.886	10.359	4.302	3163512.346	236.111	3203814.161	3081491.292	373.674	11.666	10.914	5.078	3611239.472	230.475	3669614.346	3524051.267	379.214	16.482	14.643	7.309	1278334.201	85.672	1300821.444	1248027.911	139.010	18.887	13.702	9.202	
01.01.2029	4347898.253	190.266	4395754.726	4262727.958	328.752	4.639	3.426	1.728	4543638.023	211.914	4599172.956	4455990.658	359.662	10.949	7.954	5.291	3905719.241	180.341	3954021.377	3832251.411	305.914	11.152	9.181	5.398	11315455.085	534.011	11460344.349	11099801.514	903.122	11.755	10.236	4.250	11305878.566	841.067	11449114.414	11012519.972	1330.723	11.570	10.824	5.037	12860480.323	815.099	13067076.618	12550738.364	1343.392	16.325	14.498	7.247	4526743.060	301.231	4605995.518	4419611.221	489.899	18.736	13.594	9.127	
21.01.2029	1203542.715	52.850	1216811.776	1179910.497	91.248	4.617	3.396	1.695	1238387.525	57.646	1253504.017	1214558.566	97.829	10.926	7.977	5.307	1076221.840	49.587	1089512.882	1056036.497	84.104	11.128	9.163	5.391	3120986.816	146.866	3160871.093	3061561.997	248.642	11.720	10.201	4.211	3122954.341	231.740	3162462.720	3041982.624	366.580	11.545	10.799	5.018	3555064.855	224.378	3612079.414	3469694.398	370.170	16.284	14.458	7.226	1249199.036	82.838	1271044.691	1219688.774	134.871	18.700	13.586	9.120	
01.04.2029	4146931.102	182.624	4192864.827	4065490.626	315.115	4.555	3.350	1.695	4285659.371	199.124	4337759.354	4203245.976	337.895	10.856	7.958	5.292	3726936.393	171.344	3772742.410	3657091.465	290.572	11.045	9.104	5.372	10840375.666	508.643	10977986.444	10633531.019	862.029	11.604	10.094	4.178	10867439.286	804.123	11004263.375	10585486.048	1271.719	11.462	10.721	4.989	12351414.362	776.200	12548414.708	12055004.501	1281.792	16.148	14.336	7.197	4343052.206	287.039	4418734.739	4240459.613	467.819	18.590	13.528	9.081	
21.04.2029	1095280.639	48.253	1107395.212	1073745.403	83.253	4.574	3.349	1.663	1119131.264	51.963	1132753.206	1097652.367	88.173	10.877	7.966	5.299	969482.624	44.480	981389.058	951373.068	75.419	11.032	9.091	5.361	2824573.331	132.202	2860397.123	2770750.773	224.260	11.589	10.077	4.153	2837132.091	209.207	2872841.144	2763657.710	330.772	11.456	10.714	4.989	3219098.866	201.636	3270404.012	3142062.677	333.219	16.130	14.319	7.190	1135423.241	74.901	1155211.646	1108644.068	122.146	18.594	13.515	9.073	
01.07.2029	3855726.049	170.124	3898494.480	3779925.489	293.425	4.537	3.322	1.663	3998493.415	185.409	4047064.246	3921831.587	314.589	10.842	7.948	5.285	3414568.244	156.368	3456335.310	3350834.164	265.103	10.962	9.047	5.354	9963621.906	465.292	10089329.746	9773447.995	789.942	11.498	9.996	4.139	10039324.584	737.911	10165201.349	9779341.238	1166.421	11.390	10.649	4.951	11380060.715	710.320	11560647.247	11107925.337	1174.736	16.025	14.223	7.161	4017648.573	264.441	4087490.469	3922886.807	431.530	18.514	13.476	9.044	
21.07.2029	950444.258	41.812	960945.361	931771.449	72.162	4.588	3.347	1.637	992841.451	46.032	1004925.580	973833.951	78.104	10.876	7.838	5.205	824547.236	37.705	834630.397	809195.467	63.916	10.958	9.019	5.310	2394370.484	111.657	2424580.597	2348720.915	189.665	11.498	9.994	4.120	2412950.735	176.767	2443226.086	2350603.487	279.351	11.402	10.659	4.974	2750758.716	171.338	2794406.928	2685117.904	283.488	16.023	14.206	7.083	970985.791	63.892	987880.594	948104.071	104.272	18.543	13.463	9.038	
01.10.2029	3404610.760	149.905	3442261.963	3337701.293	258.669	4.576	3.340	1.642	3515589.341	162.884	3558360.294	3448347.847	276.359	10.869	7.934	5.276	2910474.292	132.796	2945956.999	2856397.702	225.075	10.905	9.009	5.346	8540278.610	397.260	8647651.270	8377398.354	675.436	11.437	9.941	4.124	8692044.801	633.369	8800801.206	8467847.149	1000.584	11.354	10.611	4.940	9771289.202	606.341	9925861.091	9538568.668	1003.998	15.949	14.158	7.158	3469535.517	227.635	3529787.963	3387854.900	371.824	18.483	13.452	9.028	
21.10.2029	1159303.579	51.483	1172249.849	1136456.718	88.673	4.452	3.240	1.614	1215191.131	56.123	1229872.691	1191975.782	95.205	10.748	7.867	5.226	1029177.192	46.893	1041692.629	1010072.768	79.470	10.861	8.952	5.290	3006814.609	139.561	3044477.462	2949427.743	237.480	11.373	9.876	4.066	3046409.775	221.994	3084377.363	2967684.383	350.704	11.286	10.550	4.898	3438291.135	212.538	3492514.307	3356572.311	352.196	15.876	14.081	7.079	1216144.506	79.428	1237180.758	1187540.855	129.911	18.362	13.353	8.957	
01.01.2030	4059099.225	181.144	4104695.183	3978988.715	311.677	4.381	3.188	1.604	4215162.723	193.961	4265712.438	4134781.180	328.953	10.619	7.840	5.207	3658083.766	166.247	3702343.380	3590280.287	281.678	10.773	8.890	5.270	10740881.105	496.681	10874469.792	10535545.879	846.346	11.250	9.755	3.976	10887254.780	791.029	11022217.854	10605673.226	1249.436	11.193	10.462	4.851	12299573.885	756.398	12492356.783	12007703.447	1254.657	15.731	13.937	6.962	4307416.852	279.675	4381568.409	4206270.065	458.189	18.217	13.284	8.908	
21.01.2030	1117309.264	50.037	1129880.675	1095203.214	86.030	4.362	3.160	1.574	1169635.688	53.680	1183635.226	1147408.050	91.024	10.585	7.726	5.126	1011227.424	45.847	1023445.427	992551.051	77.664	10.749	8.849	5.223	2957894.831	136.327	2994615.098	2901426.496	232.598	11.218	9.726	3.964	3008360.420	217.809	3045602.633	2930661.546	343.960	11.170	10.439	4.837	3394897.943	207.793	3448024.465	3314673.582	344.974	15.694	13.906	6.964	1187298.510	76.783	1207715.963	1159495.612	125.931	18.185	13.251	8.886	
01.04.2030	3841722.007	172.527	3885131.295	3765688.365	296.457	4.312	3.126	1.574	3981882.154	182.466	4029369.276	3906247.167	309.370	10.522	7.681	5.095	3484105.089	157.592	3526012.076	3419854.430	266.899	10.671	8.784	5.188	10237245.180	470.261	10363551.320	10041544.208	803.367	11.111	9.625	3.916	10483136.615	755.965	10612326.713	10212430.324	1193.548	11.091	10.366	4.812	11756201.503	716.413	11939200.877	11478805.625	1190.288	15.570	13.800	6.942	4122162.210	265.589	4192807.046	4025721.851	436.023	18.083	13.198	8.849	
21.04.2030	1022599.033	45.892	1034131.896	1002352.307	78.868	4.334	3.125	1.543	1059652.848	48.526	1072300.505	1039558.894	82.272	10.536	7.660	5.080	914003.745	41.293	924989.664	897178.587	69.927	10.659	8.769	5.175	2681203.175	122.991	2714259.313	2629979.821	210.227	11.099	9.616	3.928	2733886.516	196.797	2767573.184	2663356.967	310.681	11.089	10.361	4.812	3072996.927	186.977	3120801.116	3000584.379	310.737	15.556	13.786	6.937	1080254.298	69.543	1098772.666	1055005.306	114.195	18.091	13.190	8.845	
01.07.2030	3599921.642	161.763	3640630.898	3528664.744	277.927	4.303	3.104	1.543	3744618.435	171.309	3789214.732	3673642.465	290.416	10.498	7.721	5.125	3206080.777	144.570	3244472.606	3147133.424	244.772	10.593	8.743	5.195	9443413.212	432.127	9559270.635	9262783.856	739.321	11.014	9.540	3.918	9675499.109	693.901	9794288.957	9426000.432	1095.259	11.026	10.301	4.784	10844529.273	657.719	11012532.736	10589243.456	1093.646	15.461	13.710	6.949	3822511.150	245.498	3887865.335	3733192.073	403.375	18.013	13.130	8.802	
21.07.2030	891070.333	39.918	901103.527	873442.233	68.627	4.353	3.125	1.518	905693.671	41.452	916509.634	888542.800	70.276	10.546	7.722	5.124	768105.426	34.593	777301.590	754014.793	58.562	10.590	8.733	5.181	2274572.080	103.954	2302480.577	2231109.621	177.942	11.016	9.535	3.874	2325299.971	166.253	2353869.554	2265464.716	262.378	11.039	10.311	4.800	2614480.896	158.326	2654984.230	2553043.506	263.328	15.461	13.694	6.876	921781.861	59.189	937556.590	900261.541	97.258	18.040	13.148	8.817	
01.10.2030	3208936.145	143.736	3245083.749	3145476.353	247.119	4.348	3.121	1.518	3307813.112	151.306	3347296.008	3245219.977	256.504	10.537	7.631	5.058	2743440.741	123.392	2776194.255	2693149.987	208.859	10.541	8.691	5.157	8141074.403	371.557	8240655.442	7985378.673	636.345	10.962	9.491	3.889	8367881.183	596.317	8470444.524	8152722.966	940.968	10.997	10.268	4.761	9336885.419	564.418	9481126.365	9117530.254	939.008	15.397	13.646	6.904	3310849.058	212.308	3367412.927	3233556.140	348.980	17.990	13.110	8.788	
21.10.2030	1083264.533	48.958	1095582.942	1061769.146	84.014	4.240	3.040	1.498	1130008.274	51.495	1143412.522	1108687.840	87.271	10.428	7.630	5.062	964420.239	43.271	975907.739	946798.439	73.223	10.501	8.652	5.131	2848434.665	129.563	2883158.136	2793985.683	222.191	10.903	9.433	3.848	2946418.259	209.353	2982396.487	2870655.045	330.314	10.932	10.206	4.694	3262706.135	196.145	3312957.325	3186403.207	326.601	15.328	13.585	6.884	1146862.672	73.073	1166383.966	1120181.414	120.307	17.882	13.075	8.751	
01.01.2031	3807846.805	172.731	3851430.359	3732291.733	296.192	4.169	2.993	1.498	3945794.578	179.268	3992236.942	3871396.461	303.741	10.291	7.612	5.053	3431007.068	153.668	3471678.116	3368334.588	259.988	10.416	8.595	5.116	10180298.393	461.615	10303574.289	9985357.007	792.604	10.788	9.321	3.786	10500907.029	744.750	10628454.768	10230516.050	1174.978	10.841	10.124	4.685	11709953.756	700.666	11889211.531	11436568.040	1167.481	15.192	13.462	6.833	4088301.966	259.204	4157540.320	3993306.723	427.256	17.736	13.007	8.697	
01.04.2031	4668412.675	212.730	4722148.562	4575666.945	364.442	4.109	2.938	1.462	4824845.646	218.435	4881365.932	4734196.204	369.986	10.207	7.566	5.024	4218234.758	188.356	4267969.333	4141369.657	318.568	10.321	8.523	5.085	12556579.806	566.435	12707510.165	12315993.975	974.583	10.659	9.198	3.722	12997686.973	916.833	13154688.484	12663200.327	1446.211	10.745	10.031	4.632	14463923.555	859.371	14683814.437	14127654.862	1433.300	15.039	13.306	6.694	5039958.185	317.542	5124926.050	4923209.683	524.179	17.607	12.909	8.624	
01.07.2031	4344768.246	198.121	4394785.530	4258399.083	339.365	4.108	2.926	1.435	4483829.456	202.634	4536296.999	4399810.066	343.163	10.187	7.523	4.996	3856872.276	171.754	3902158.850	3786780.483	290.395	10.248	8.464	5.057	11512487.844	517.165	11650161.912	11291927.287	891.316	10.570	9.116	3.705	11967313.356	839.028	12111372.521	11659938.723	1323.261	10.685	9.972	4.615	13256611.259	783.338	13457205.259	12949594.698	1307.395	14.937	13.230	6.737	4646172.816	291.603	4724322.862	4538799.361	481.777	17.542	12.871	8.594	
01.10.2031	3858861.295	175.390	3903075.331	3782191.656	300.629	4.158	2.950	1.412	3960674.295	178.940	4007105.292	3886583.061	303.029	10.220	7.437	4.932	3301419.049	146.714	3340077.957	3241563.212	247.995	10.200	8.416	5.022	9878482.515	442.664	9996311.456	9689290.102	763.686	10.525	9.075	3.698	10317037.151	718.922	10441064.198	10052821.305	1133.690	10.662	9.945	4.598	11394113.597	671.317	11566070.377	11130763.449	1120.825	14.880	13.174	6.702	4010700.875	251.357	4078117.388	3918109.378	415.414	17.523	12.860	8.585	
01.01.2032	4612287.974	211.901	4666000.064	4520525.839	362.422	3.991	2.830	1.392	4768000.283	214.132	4823174.768	4679089.056	362.408	9.988	7.414	4.931	4128043.267	182.817	4176067.747	4053402.163	308.886	10.084	8.327	4.984	12359499.870	550.604	12505548.094	12122513.902	952.179	10.361	8.915	3.608	12966832.020	899.306	13121386.617	12634367.795	1418.041	10.512	9.807	4.523	14301587.900	834.758	14515488.330	13973138.656	1395.137	14.688	12.998	6.621	4962822.353	307.860	5045513.405	4848788.983	509.884	17.280	12.707	8.465	
01.01.2033	17096562.440	793.247	17299590.767	16756942.550	1354.073	3.803	2.666	1.309	18435282.562	819.846	18644489.878	18093856.679	1385.998	9.629	7.000	4.666	16043401.709	704.498	16226343.252	15754595.286	1188.931	9.719	7.952	4.711	47247616.993	2078.695	47791809.513	46336535.740	3613.385	9.903	8.447	3.214	48955927.028	3343.847	49527978.827	47700597.823	5272.189	10.162	9.473	4.350	54189189.093	3105.821	54978968.391	52954749.246	5199.000	14.153	12.482	6.307	18935435.177	1155.893	19245659.884	18503052.015	1920.159	16.827	12.344	8.198	
01.01.2034	15978687.048	750.746	16171747.859	15660479.674	1278.382	3.648	2.522	1.228	16949474.345	745.952	17139042.611	16639224.134	1259.340	9.351	6.855	4.595	14664878.389	636.407	14829283.662	14404521.996	1072.048	9.397	7.724	4.640	44631713.612	1936.244	45134671.993	43769430.691	3385.990	9.497	8.064	3.081	46903918.729	3130.627	47442433.488	45707904.622	4937.574	9.845	9.169	4.186	51218201.917	2864.535	51947184.322	50074804.252	4801.314	13.683	12.058	6.150	17772551.039	1061.606	18059043.757	17372774.407	1769.527	16.412	12.103	8.007	
01.01.2035	15139018.316	720.586	15324838.836	14836360.451	1223.977	3.514	2.396	1.157	21412813.662	922.626	21643352.822	21028866.272	1552.372	8.546	4.784	2.632	20120270.706	859.787	20340831.904	19769878.320	1444.333	8.945	6.389	2.683	42343080.576	1814.638	42811164.261	41523743.293	3190.361	9.119	7.708	2.947	45095348.798	2942.655	45603902.964	43951565.077	4644.972	9.511	8.852	4.030	53772779.515	2916.345	54515207.978	52606168.449	4889.349	13.105	11.330	4.928	19906637.884	1157.201	20220241.725	19467693.100	1934.972	15.851	10.825	7.213	
01.01.2036	14515061.709	698.583	14695857.742	14224122.064	1184.142	3.394	2.278	1.084	19927195.955	851.002	20138953.786	19573894.949	1429.492	8.220	4.553	2.497	18973148.099	802.867	19177920.142	18646730.439	1346.053	8.603	6.094	2.539	40084074.440	1698.214	40519801.222	39307998.978	3001.073	8.764	7.373	2.816	43288430.119	2762.315	43768763.238	42197141.637	4366.117	9.195	8.550	3.865	51313055.903	2717.555	52003414.513	50225426.115	4552.102	12.630	10.888	4.727	19013488.005	1080.880	19307694.212	18602337.166	1810.428	15.434	10.516	6.991	
01.01.2037	13948476.525	670.962	14124642.890	13671447.595	1137.472	3.284	2.171	1.022	18792288.098	796.197	18989902.732	18462807.556	1335.299	7.921	4.335	2.371	18007475.185	757.313	18199326.473	17699532.236	1267.997	8.288	5.820	2.407	38118648.976	1597.706	38527086.056	37380853.515	2837.359	8.431	7.060	2.705	41744315.442	2609.706	42200961.413	40698227.442	4131.782	8.901	8.272	3.728	49220184.507	2553.192	49866186.397	48198450.942	4270.280	12.188	10.474	4.534	18190503.589	1012.975	18467052.548	17804646.371	1698.130	15.040	10.255	6.803	
01.01.2038	13314803.232	648.831	13485024.445	13048738.048	1097.327	3.191	2.088	0.981	17649022.362	742.897	17833093.818	17342581.298	1244.170	7.644	4.142	2.270	16995981.969	710.604	17175167.045	16707383.617	1188.216	7.999	5.577	2.313	36001881.782	1499.020	36383033.014	35304054.815	2670.269	8.119	6.772	2.625	40155322.635	2462.308	40589221.990	39155303.206	3906.068	8.630	8.015	3.601	46919763.010	2388.349	47521254.899	45964990.435	3986.567	11.775	10.094	4.359	17328362.158	946.625	17587218.584	16967620.705	1587.167	14.662	10.007	6.625	
01.01.2039	12796470.120	632.996	12961863.159	12538399.559	1067.654	3.110	2.017	0.941	16688932.315	698.906	16861917.662	16401460.668	1169.152	7.386	3.953	2.166	16149928.734	671.625	16318775.126	15877729.350	1121.616	7.731	5.345	2.214	34155501.540	1416.612	34513593.315	33491975.042	2528.029	7.826	6.502	2.548	38772158.443	2336.242	39186689.724	37812308.812	3713.875	8.377	7.775	3.493	44929788.375	2248.359	45493204.337	44032534.561	3744.163	11.392	9.740	4.188	16575237.195	889.397	16818621.668	16236466.598	1490.636	14.304	9.774	6.460	
01.01.2040	12380917.579	617.709	12542344.035	12130293.874	1040.301	3.046	1.961	0.897	15795038.701	660.198	15958042.041	15523454.511	1103.913	7.143	3.782	2.080	15375197.305	636.114	15534903.862	15118211.071	1060.957	7.482	5.131	2.132	32413792.321	1339.345	32751039.839	31783355.466	2394.342	7.550	6.247	2.468	37514531.129	2219.927	37911981.343	36592311.205	3537.795	8.139	7.545	3.377	43020367.301	2116.910	43548555.732	42178351.524	3515.456	11.027	9.401	4.044	15870789.593	836.513	16099880.717	15552773.236	1400.722	13.960	9.535	6.292	
01.01.2041	12066720.764	604.701	12225361.673	11822575.693	1017.621	2.986	1.912	0.862	15030825.349	627.388	15185518.267	14772783.592	1048.714	6.916	3.612	1.989	14725327.179	606.914	14877551.522	14480740.815	1011.270	7.248	4.924	2.042	30907701.143	1272.637	31227457.997	30306371.047	2278.873	7.290	6.006	2.398	36418961.827	2118.007	36801852.054	35530146.386	3384.515	7.915	7.331	3.279	41369921.013	2005.359	41868019.135	40575104.487	3320.560	10.688	9.086	3.902	15231874.762	789.196	15448087.547	14932713.253	1319.675	13.631	9.326	6.145	
01.01.2042	11679614.285	590.991	11834388.951	11441994.208	992.897	2.930	1.866	0.829	14329530.889	597.135	14476896.536	14084360.771	997.752	6.818	3.575	1.908	14043984.018	577.854	14188691.354	13811204.989	962.427	7.028	4.730	1.960	29339711.623	1204.049	29642085.481	28769193.956	2159.501	7.045	5.771	2.294	35216415.054	2014.452	35584314.855	34363281.141	3228.261	7.704	7.128	3.180	39641654.045	1895.778	40110184.242	38892857.545	3129.864	10.364	8.783	3.768	8665647.209	443.464	8790599.421	8501471.377	740.555	13.938	13.957	0.000	
01.01.2043	11491242.355	585.224	11644104.510	11256362.698	982.132	2.903	1.836	0.796	13358326.337	555.736	13495614.110	13130576.529	928.205	6.607	3.656	1.810	13479791.398	555.291	13618422.840	13255451.400	925.140	6.823	4.539	1.864	27999132.681	1145.500	28287071.356	27455350.056	2057.553	6.815	5.561	2.247	34181273.470	1924.640	34536528.057	33359406.913	3093.546	7.506	6.937	3.093	38142763.206	1802.193	38586070.605	37433497.569	2966.709	10.066	8.506	3.646	0.000	0.000	0.000	0.000	0.000	13.727	13.745	0.000	
01.01.2044	11438778.297	583.621	11591445.921	11204994.498	979.145	2.880	1.809	0.765	12204434.033	507.369	12329923.772	11996770.728	847.270	6.432	3.663	1.734	12943499.685	533.847	13076525.057	12727351.253	889.699	6.630	4.362	1.784	26647011.689	1090.929	26920872.171	26129048.227	1958.871	6.596	5.364	2.194	33245912.464	1842.055	33590044.116	32453095.012	2970.598	7.318	6.756	3.010	36720558.574	1713.656	37140535.910	36049567.239	2811.778	9.774	8.234	3.528	0.000	0.000	0.000	0.000	0.000	13.452	13.470	0.000	
01.01.2045	11396941.227	584.152	11549751.157	11163521.307	979.290	2.848	1.776	0.735	11478394.886	477.194	11596575.083	11283234.515	796.882	6.270	3.606	1.657	12511326.326	516.575	12639960.852	12301901.338	861.152	6.447	4.197	1.704	25442477.235	1045.601	25704154.078	24946681.299	1874.007	6.389	5.176	2.136	32376709.082	1767.771	32710822.915	31610652.920	2860.030	7.141	6.586	2.928	35464807.309	1637.722	35864609.700	34826360.961	2679.156	9.504	7.983	3.425	0.000	0.000	0.000	0.000	0.000	13.176	13.193	0.000	
01.01.2046	11214020.409	578.255	11365163.892	10983576.923	968.440	2.813	1.742	0.706	10814536.614	449.626	10926114.964	10630869.736	750.854	6.114	3.533	1.586	11988472.302	495.491	12111895.007	11787469.108	826.219	6.277	4.050	1.626	24212459.006	998.771	24461978.966	23739781.072	1786.869	6.193	4.998	2.081	31359763.567	1687.572	31682690.647	30623831.300	2739.594	6.974	6.424	2.844	34075474.650	1558.789	34454636.544	33470409.902	2542.754	9.250	7.747	3.334	0.000	0.000	0.000	0.000	0.000	12.907	12.924	0.000	
01.01.2047	11012377.484	571.620	11161544.346	10785133.989	956.297	2.779	1.716	0.692	10303389.399	428.410	10410012.569	10128692.215	715.433	5.955	3.432	1.514	11544195.448	477.575	11663300.317	11350462.175	796.532	6.115	3.906	1.551	23135731.759	957.649	23374886.964	22683613.869	1710.494	6.008	4.829	2.022	30489184.018	1618.757	30802736.427	29779366.122	2636.694	6.818	6.273	2.769	32882444.971	1490.628	33243973.417	32306661.120	2424.504	9.007	7.520	3.247	0.000	0.000	0.000	0.000	0.000	12.646	12.663	0.000	
